0,9,10
1,9,10
2,9,11
3,9,12
4,9,13
5,10,14
6,11,14
7,11,15
8,11,16
9,12,16
10,13,17
11,12,17
12,12,17
13,12,19
14,14,19
15,14,19
16,13,19
17,10,22
18,10,22
19,10,24
20,10,24
21,11,24
22,11,25
23,11,25
24,11,17
25,12,18
26,12,18
27,12,18
28,10,18
29,10,18
30,10,20
31,10,22
32,9,21
33,9,23
34,7,25
35,7,25
36,7,25
37,7,23
38,7,24
39,7,25
40,7,28
41,7,28
42,7,29
43,7,28
44,7,29
45,7,29
46,8,29
47,7,30
48,7,31
49,7,31
50,8,30
51,7,29
52,7,29
53,7,28
54,7,27
55,6,27
56,6,26
57,7,25
58,7,22
59,7,26
60,9,27
61,9,28
62,9,27
63,9,28
64,9,25
65,9,23
66,11,22
67,11,23
68,10,24
69,10,25
70,10,25
71,10,23
72,10,22
73,10,23
74,10,24
75,10,26
76,9,27
77,9,28
78,8,27
79,7,26
80,7,26
81,8,26
82,8,27
83,8,24
84,8,24
85,10,24
86,10,26
87,11,24
88,12,24
89,12,24
90,13,24
91,14,24
92,14,23
93,15,21
94,15,20
95,14,20
96,13,20
97,12,20
98,12,19
99,13,17
100,13,14
101,13,12
102,13,12
103,13,10
104,13,9
105,13,9
106,13,9
107,13,9
108,14,8
109,13,8
110,13,6
111,13,6
112,13,7
113,13,8
114,13,8
115,13,8
116,13,8
117,13,8
118,13,8
119,13,8
120,14,8
121,14,7
122,14,7
123,14,7
124,14,7
125,16,7
126,17,9
127,17,9
128,17,9
129,17,8
130,16,8
131,16,10
132,16,10
133,18,8
134,18,8
135,18,9
136,20,8
137,20,7
138,21,7
139,21,6
140,21,6
141,22,6
142,23,6
143,23,6
144,23,6
145,24,6
146,25,6
147,26,8
148,26,9
149,27,9
150,28,8
151,29,9
152,29,9
153,30,9
154,30,8
155,31,6
156,32,6
157,34,7
158,34,7
159,34,7
160,35,8
161,38,9
162,38,9
163,39,9
164,39,9
165,39,10
166,40,11
167,42,10
168,43,10
169,43,11
170,44,11
171,42,10
172,45,12
173,46,13
174,47,14
175,46,14
176,47,14
177,47,14
178,46,16
179,46,16
180,45,16
181,46,15
182,50,15
183,50,14
184,50,14
185,54,13
186,52,13
187,50,15
188,49,15
189,49,15
190,50,16
191,52,20
192,51,21
193,53,21
194,56,21
195,56,20
196,59,20
197,55,22
198,56,22
199,51,23
200,48,24
201,48,24
202,49,25
203,46,26
204,48,26
205,47,27
206,45,28
207,44,29
208,42,31
209,43,33
210,42,33
211,43,34
212,44,35
213,44,37
214,46,35
215,47,37
216,46,38
217,47,40
218,46,42
219,47,46
220,47,47
221,48,47
222,49,46
223,50,48
224,52,46
225,52,47
226,52,49
227,53,47
228,56,48
229,56,51
230,61,48
231,64,51
232,65,49
233,65,47
234,65,50
235,66,47
236,67,46
237,68,44
238,69,45
239,70,49
240,71,47
241,73,48
242,75,45
243,76,45
244,79,44
245,81,45
246,82,46
247,85,46
248,87,48
249,88,48
250,91,46
251,95,49
252,96,51
253,99,47
254,104,50
255,108,46
256,110,49
257,115,52
258,119,51
259,119,51
260,123,53
261,126,55
262,130,54
263,131,54
264,134,53
265,136,53
266,140,55
267,143,53
268,143,55
269,150,53
270,153,54
271,157,57
272,161,58
273,166,59
274,168,58
275,169,57
276,174,58
277,180,58
278,185,59
279,187,58
280,191,56
281,194,56
282,197,52
283,205,53
284,213,51
285,219,48
286,226,50
287,237,47
288,243,48
289,251,48
290,257,51
291,263,51
292,265,50
293,273,53
294,280,51
295,283,49
296,291,48
297,299,47
298,306,47
299,318,47
300,327,45
