0,11,11
1,11,11
2,12,11
3,13,11
4,13,12
5,15,12
6,17,12
7,16,13
8,19,13
9,17,13
10,17,13
11,17,13
12,17,13
13,14,13
14,16,13
15,14,9
16,14,8
17,13,8
18,13,10
19,16,10
20,17,9
21,17,10
22,18,11
23,18,11
24,19,10
25,23,10
26,23,10
27,25,10
28,26,9
29,29,11
30,30,11
31,32,10
32,33,10
33,34,11
34,36,11
35,35,10
36,34,10
37,40,10
38,39,10
39,39,10
40,38,11
41,39,12
42,39,13
43,40,14
44,42,14
45,43,12
46,44,12
47,41,13
48,44,15
49,46,14
50,47,14
51,50,16
52,54,16
53,55,16
54,58,16
55,59,16
56,58,15
57,61,15
58,65,14
59,66,14
60,65,16
61,63,18
62,62,16
63,64,16
64,69,16
65,71,15
66,76,16
67,80,15
68,81,15
69,79,16
70,78,16
71,84,17
72,84,17
73,84,18
74,84,18
75,86,17
76,84,17
77,89,16
78,88,17
79,87,16
80,87,18
81,89,17
82,92,18
83,93,17
84,91,16
85,93,17
86,96,18
87,97,18
88,94,17
89,96,17
90,96,17
91,96,18
92,90,18
93,89,19
94,93,20
95,93,22
96,92,23
97,94,23
98,97,22
99,102,22
100,105,22
101,102,21
102,108,23
103,111,24
104,108,25
105,106,25
106,106,26
107,103,25
108,103,25
109,99,27
110,99,27
111,102,29
112,102,29
113,102,29
114,105,30
115,98,30
116,98,30
117,100,29
118,97,28
119,96,28
120,96,30
121,99,30
122,92,27
123,93,28
124,94,27
125,91,26
126,94,26
127,95,25
128,95,24
129,90,24
130,95,24
131,97,25
132,101,25
133,100,24
134,107,24
135,107,25
136,103,24
137,106,25
138,107,26
139,111,26
140,114,26
141,118,26
142,113,24
143,114,24
144,110,24
145,116,24
146,115,24
147,117,25
148,106,25
149,107,27
150,113,28
151,110,27
152,112,27
153,109,27
154,105,28
155,104,28
156,103,29
157,103,30
158,102,30
159,106,29
160,99,29
161,100,29
162,103,31
163,107,32
164,101,33
165,101,35
166,102,38
167,104,39
168,106,39
169,108,37
170,104,36
171,105,36
172,109,37
173,105,36
174,110,38
175,111,38
176,104,38
177,106,38
178,108,36
179,104,35
180,102,40
181,97,38
182,96,37
183,92,36
184,90,37
185,94,42
186,94,46
187,91,49
188,90,47
189,89,48
190,87,47
191,89,46
192,91,47
193,91,48
194,89,47
195,93,48
196,89,44
197,93,43
198,96,44
199,95,43
200,90,42
201,95,42
202,88,40
203,86,35
204,87,33
205,95,34
206,92,33
207,97,34
208,99,34
209,99,33
210,103,35
211,97,34
212,90,35
213,91,36
214,93,34
215,88,34
216,87,32
217,91,32
218,86,32
219,89,33
220,87,34
221,89,35
222,89,34
223,96,37
224,88,38
225,94,40
226,87,40
227,87,39
228,85,37
229,82,42
230,80,45
231,81,45
232,76,44
233,70,43
234,71,43
235,68,42
236,65,43
237,59,44
238,60,47
239,59,45
240,58,47
241,55,49
242,59,50
243,51,51
244,50,51
245,46,49
246,47,47
247,45,47
248,44,45
249,45,46
250,40,44
251,41,46
252,42,42
253,41,41
254,40,41
255,37,43
256,34,42
257,34,41
258,30,37
259,32,35
260,32,35
261,30,35
262,30,35
263,30,31
264,31,29
265,28,27
266,30,26
267,32,24
268,33,24
269,31,23
270,30,21
271,31,18
272,32,18
273,32,17
274,34,18
275,36,17
276,36,16
277,37,15
278,38,13
279,37,14
280,40,11
281,42,11
282,45,12
283,50,11
284,55,11
285,61,11
286,63,9
287,68,9
288,72,7
289,74,7
290,83,6
291,91,5
292,97,5
293,104,5
294,110,6
295,114,5
296,126,5
297,134,5
298,144,5
299,151,5
300,161,5
301,173,5
302,183,4
303,190,4
304,199,4
305,210,4
306,215,4
307,223,4
308,232,4
309,242,4
310,260,5
311,269,5
312,277,5
313,290,5
314,304,5
315,309,5
316,326,5
317,338,6
318,350,6
319,361,7
320,380,8
321,399,8
322,414,8
323,426,8
324,431,9
325,444,9
326,466,10
327,481,10
328,495,11
329,510,11
330,520,11
331,537,11
332,563,13
333,586,14
334,605,15
335,625,15
336,648,15
337,661,15
338,663,15
339,667,15
340,668,15
341,691,15
342,705,15
343,715,15
344,730,15
345,749,15
346,773,16
347,777,16
348,790,16
349,795,16
350,805,16
351,814,16
352,814,16
353,822,17
354,816,17
355,806,17
356,785,19
357,780,19
358,778,19
359,767,21
360,753,23
361,741,23
362,690,23
363,676,24
364,651,24
365,643,24
366,668,24
367,645,25
368,620,25
369,608,25
370,598,25
371,565,25
372,565,26
373,563,30
374,551,30
375,541,31
376,525,32
377,504,33
378,488,33
379,475,34
380,465,36
381,443,38
382,432,38
383,415,38
384,381,40
385,366,40
386,363,43
387,362,44
388,346,45
389,337,47
390,324,50
391,316,50
392,292,51
393,298,53
394,284,56
395,272,58
396,264,58
397,265,57
398,240,57
399,224,59
400,219,62
401,208,61
402,201,63
403,186,64
404,169,66
405,170,65
406,161,63
407,161,62
408,130,67
409,118,67
410,122,67
411,107,67
412,101,69
413,85,71
414,81,73
415,75,77
416,69,77
417,62,77
418,51,74
419,46,75
420,48,74
421,49,76
422,43,74
423,35,71
424,36,71
425,29,71
426,32,70
427,28,69
428,26,65
429,23,64
430,19,61
431,18,58
432,19,53
433,12,47
434,12,45
435,13,45
436,12,46
437,13,42
438,12,40
439,13,37
440,11,35
441,12,35
442,10,32
443,10,29
444,10,26
445,10,23
446,11,22
447,10,23
448,10,22
449,12,22
450,12,21
451,13,20
452,14,19
453,14,17
454,14,17
455,13,18
456,14,18
457,16,17
458,15,15
459,17,14
460,17,14
461,16,12
462,16,12
463,18,10
464,19,9
465,20,9
466,20,8
467,21,8
468,21,7
469,23,6
470,27,7
471,30,6
472,29,6
473,29,4
474,30,5
475,35,5
476,36,4
477,36,4
478,36,4
479,36,4
480,36,4
481,38,4
482,38,4
483,41,4
484,42,4
485,43,4
486,45,5
487,49,5
488,52,5
489,56,5
490,57,6
491,61,6
492,64,6
493,65,5
494,69,5
495,71,5
496,74,5
497,81,5
498,83,6
499,87,6
500,94,6
501,100,7
502,109,7
503,120,7
504,125,8
505,124,8
506,128,9
507,133,9
508,143,9
509,145,9
510,148,9
511,150,9
512,161,9
513,167,10
514,167,10
515,176,10
516,185,10
517,190,10
518,195,10
519,196,11
520,200,11
521,212,11
522,219,11
523,234,11
524,247,13
525,238,15
526,246,16
527,246,16
528,265,16
529,260,17
530,255,18
531,274,18
532,272,18
533,281,18
534,281,18
535,282,18
536,285,20
537,296,21
538,303,21
539,299,22
540,298,23
541,290,24
542,291,25
543,288,25
544,283,25
545,273,26
546,279,26
547,271,25
548,252,27
549,259,27
550,250,29
551,253,30
552,246,32
553,248,33
554,244,33
555,236,34
556,228,36
557,217,36
558,202,38
559,206,40
560,185,40
561,174,41
562,173,41
563,170,42
564,168,43
565,154,46
566,150,48
567,147,51
568,140,53
569,135,53
570,122,53
571,112,55
572,105,57
573,97,59
574,94,59
575,93,59
576,91,63
577,80,64
578,78,62
579,67,63
580,62,60
581,56,60
582,54,58
583,53,58
584,52,56
585,46,58
586,42,65
587,43,62
588,40,64
589,35,64
590,32,67
591,35,67
592,38,66
593,36,68
594,35,64
595,33,62
596,29,60
597,29,60
598,28,60
599,29,59
600,29,56
601,27,52
602,29,48
603,28,46
604,29,39
605,31,35
606,26,32
607,29,31
608,30,28
609,27,27
610,32,26
611,33,24
612,34,23
613,33,23
614,38,20
615,37,20
616,39,18
617,39,16
618,39,15
619,42,15
620,41,15
621,40,12
622,42,12
623,42,12
624,43,12
625,46,13
626,46,14
627,47,15
628,47,17
629,45,17
630,46,18
631,49,18
632,49,19
633,49,20
634,45,19
635,46,21
636,46,22
637,49,22
638,50,21
639,50,23
640,49,23
641,45,22
642,48,22
643,49,23
644,49,23
645,53,23
646,49,25
647,51,25
648,50,26
649,51,26
650,53,26
651,53,26
652,52,25
653,50,26
654,51,27
655,53,26
656,52,26
657,53,26
658,54,26
659,58,26
660,59,26
661,59,22
662,60,20
663,58,17
664,64,16
665,65,16
666,66,18
667,70,16
668,74,16
669,79,17
670,81,17
671,84,17
672,84,16
673,91,17
674,94,19
675,98,19
676,99,20
677,101,24
678,109,25
679,110,25
680,121,26
681,120,26
682,128,25
683,130,26
684,135,26
685,139,24
686,137,26
687,140,26
688,143,26
689,151,26
690,149,26
691,150,28
692,151,29
693,152,28
694,150,28
695,153,27
696,149,26
697,141,25
698,147,26
699,145,27
700,145,29
701,152,30
702,146,29
703,152,29
704,156,30
705,152,30
706,151,30
707,159,29
708,152,29
709,146,29
710,148,30
711,143,29
712,151,29
713,148,30
714,145,33
715,139,34
716,139,35
717,130,35
718,119,36
719,125,38
720,116,38
721,112,38
722,106,39
723,107,40
724,105,39
725,103,39
726,100,42
727,98,42
728,98,45
729,93,48
730,86,46
731,84,47
732,84,47
733,81,47
734,78,47
735,71,47
736,67,45
737,69,45
738,63,46
739,63,45
740,62,44
741,64,43
742,63,40
743,56,41
744,57,39
745,54,39
746,58,40
747,61,43
748,59,48
749,61,47
750,60,47
751,60,48
752,67,47
753,64,44
754,62,46
755,59,45
756,55,46
757,56,45
758,61,43
759,59,40
760,55,38
761,56,36
762,56,36
763,52,33
764,50,31
765,50,29
766,48,28
767,50,26
768,50,24
769,51,24
770,53,24
771,54,23
772,50,24
773,48,24
774,43,24
775,43,23
776,45,22
777,43,23
778,48,25
779,51,24
780,51,22
781,55,21
782,55,21
783,57,22
784,57,22
785,60,21
786,63,20
787,69,20
788,69,22
789,71,21
790,73,21
791,72,20
792,71,20
793,77,22
794,82,22
795,84,21
796,78,22
797,75,22
798,78,22
799,77,19
800,75,23
801,73,24
802,76,25
803,77,25
804,81,26
805,86,26
806,81,26
807,82,28
808,81,29
809,87,27
810,89,28
811,89,28
812,83,27
813,84,26
814,85,26
